,request.id,@timestamp,request.operationID,request.requestTime,request.client,request.method,request.path,response.code,response.length,runDate
0,2387e5fc-fc84-5bc5-aa14-bb3b0f641fa2,2019-12-09T09:23:56.196522937Z,,11457583090,10.244.0.1:37603,GET,/caf/GetSimplifiedDiagnostic,200,970.0,2019-12-09
1,6d5e4542-4329-5bd4-a847-37804c6c6a64,2019-12-09T09:23:44.613733462Z,,17962348418,10.244.0.1:37599,GET,/caf/GetSimplifiedDiagnostic,200,986.0,2019-12-09
2,74fce83d-d31c-5d18-ac02-d5b4d5979d0f,2019-12-09T09:24:12.943681214Z,,6691900807,10.244.0.1:37627,GET,/caf/GetSimplifiedDiagnostic,200,966.0,2019-12-09
3,488ccd93-384c-5c05-88fe-d56c5d7e693b,2019-12-09T09:24:07.611763385Z,,10934713016,10.244.0.1:37623,GET,/caf/GetSimplifiedDiagnostic,200,975.0,2019-12-09
4,27f7cc7f-ef03-55c2-9f29-b6d3ae48e472,2019-12-09T09:24:29.933568301Z,,7404270081,10.244.0.1:37641,GET,/caf/GetSimplifiedDiagnostic,200,978.0,2019-12-09
5,9d722332-977c-55cf-b32e-b2e5754a97a0,2019-12-09T09:23:44.716386133Z,,18000134732,10.244.0.1:37589,GET,/caf/GetSimplifiedDiagnostic,200,986.0,2019-12-09
6,c517969f-c492-51bf-87fa-eb6051ef6d7a,2019-12-09T12:11:36.086761633Z,,24852255,10.244.0.1:56930,OPTIONS,/caf/GetFullDiagnostic,403,-1.0,2019-12-09
7,c517969f-c492-51bf-87fa-eb6051ef6d7a,2019-12-09T12:11:36.086761633Z,,24852255,10.244.0.1:56930,OPTIONS,/caf/GetFullDiagnostic,204,,2019-12-09
8,c517969f-c492-51bf-87fa-eb6051ef6d7a,2019-12-09T12:11:36.086761633Z,,24852255,10.244.0.1:56930,OPTIONS,/caf/GetFullDiagnostic,204,,2019-12-09
9,c517969f-c492-51bf-87fa-eb6051ef6d7a,2019-12-09T12:11:26.961738052Z,,46360962,10.244.0.1:56930,OPTIONS,/caf/GetStreamingData,403,-1.0,2019-12-09
10,c517969f-c492-51bf-87fa-eb6051ef6d7a,2019-12-09T12:11:26.961738052Z,,46360962,10.244.0.1:56930,OPTIONS,/caf/GetStreamingData,204,,2019-12-09
11,c517969f-c492-51bf-87fa-eb6051ef6d7a,2019-12-09T12:11:26.961738052Z,,46360962,10.244.0.1:56930,OPTIONS,/caf/GetStreamingData,204,,2019-12-09
12,c517969f-c492-51bf-87fa-eb6051ef6d7a,2019-12-09T12:11:27.255191193Z,,325289469,10.244.0.1:56930,GET,/caf/GetStreamingData,403,-1.0,2019-12-09
13,c517969f-c492-51bf-87fa-eb6051ef6d7a,2019-12-09T12:11:27.255191193Z,,325289469,10.244.0.1:56930,GET,/caf/GetStreamingData,204,,2019-12-09
14,c517969f-c492-51bf-87fa-eb6051ef6d7a,2019-12-09T12:11:27.255191193Z,,325289469,10.244.0.1:56930,GET,/caf/GetStreamingData,204,,2019-12-09
15,d1bfd07d-541a-551e-9bc6-a3d92eb8be47,2019-12-09T12:14:13.400590348Z,,15011486,10.244.0.1:57041,OPTIONS,/caf/GetStreamingData,204,,2019-12-09
