,request.id,@timestamp,request.operationID,request.requestTime,request.client,request.method,request.path,response.code,response.length,runDate
0,fee357eb-bd76-5cbc-a28a-17d240b1d70a,2019-12-10T08:40:07.009075815Z,,6466471560,10.244.0.1:15970,GET,/caf/GetSimplifiedDiagnostic,200,982.0,2019-12-10
1,d1ff0629-9ccf-5ee8-bd5a-f46d9e81c64b,2019-12-10T08:40:47.521611694Z,,7452257129,10.244.0.1:15984,GET,/caf/GetSimplifiedDiagnostic,200,977.0,2019-12-10
2,d4288ccd-b923-5ddd-8448-ff83ffbe484c,2019-12-10T08:41:13.552005582Z,,7149242903,10.244.0.1:15990,GET,/caf/GetSimplifiedDiagnostic,200,986.0,2019-12-10
3,76a64aa2-a78b-5c4b-a6cf-4f1750cd11ef,2019-12-10T08:39:32.32626172Z,,18545885171,10.244.0.1:15956,GET,/caf/GetFullDiagnostic,200,963.0,2019-12-10
4,39ffaba3-3fff-568a-b39b-cb358a9f4a56,2019-12-10T08:47:20.945786802Z,,15640172187,10.244.0.1:16094,GET,/caf/GetSimplifiedDiagnostic,200,1122.0,2019-12-10
5,87ecdc9a-21a2-59f8-b3b2-0c36a818c477,2019-12-10T08:46:52.923044349Z,,12664915186,10.244.0.1:16082,GET,/caf/GetSimplifiedDiagnostic,200,1123.0,2019-12-10
6,c8ad102d-d86a-5440-b4c1-13663804c2b4,2019-12-10T08:47:59.420790305Z,,12067354822,10.244.0.1:16110,GET,/caf/GetSimplifiedDiagnostic,200,1123.0,2019-12-10
7,3a353173-90f5-546a-91b5-39cbe2bb9f34,2019-12-10T08:47:05.21103623Z,,11901289499,10.244.0.1:16088,GET,/caf/GetSimplifiedDiagnostic,200,1126.0,2019-12-10
8,e87ab6ef-4b8d-537c-91a6-ada54a02612c,2019-12-10T08:47:04.759407851Z,,11724195574,10.244.0.1:16086,GET,/caf/GetFullDiagnostic,200,1124.0,2019-12-10
9,a22bfbfa-62c1-540b-8af0-f9db241ac9dd,2019-12-10T08:51:06.670999723Z,,10187997253,10.244.0.1:16214,GET,/caf/GetFullDiagnostic,200,1116.0,2019-12-10
10,6ec262e5-a35d-5c86-8568-359e6b8bf411,2019-12-10T08:51:52.715909115Z,,10718031087,10.244.0.1:16226,GET,/caf/GetFullDiagnostic,200,983.0,2019-12-10
11,d3b25535-f361-5656-a56e-3c8fe520dc07,2019-12-10T08:50:42.362074306Z,,7417664772,10.244.0.1:16208,GET,/caf/GetFullDiagnostic,200,984.0,2019-12-10
12,a3ed4fac-60ee-5a9a-8918-c5b244482571,2019-12-10T08:51:41.895811114Z,,6588163564,10.244.0.1:16224,GET,/caf/GetFullDiagnostic,200,981.0,2019-12-10
13,edfabf9b-c8e7-59e2-983b-e9a918149de3,2019-12-10T08:55:01.741034388Z,,14382394124,10.244.0.1:16296,GET,/caf/GetSimplifiedDiagnostic,200,1123.0,2019-12-10
14,3cb739f6-6d20-5cda-9434-c68ad5c46116,2019-12-10T08:56:57.896577591Z,,7663161490,10.244.0.1:16350,GET,/caf/GetFullDiagnostic,200,1102.0,2019-12-10
15,ec51de1d-f95d-53b6-bf35-14805b457aab,2019-12-10T08:55:13.782872995Z,,12146993422,10.244.0.1:16302,GET,/caf/GetFullDiagnostic,200,986.0,2019-12-10
16,ee688a03-16d6-598f-b7b2-82b59fa32ae6,2019-12-10T09:01:39.648583112Z,,9952235237,10.244.0.1:16472,GET,/caf/GetSimplifiedDiagnostic,200,1125.0,2019-12-10
17,9219dc1b-dc5e-5f5f-984d-36bae527eec3,2019-12-10T08:59:52.219168939Z,,6648874897,10.244.0.1:16432,GET,/caf/GetSimplifiedDiagnostic,200,1121.0,2019-12-10
18,a5b9e538-f4c8-51c1-aba5-109b0c77197c,2019-12-10T09:00:10.597011331Z,,6976738138,10.244.0.1:16436,GET,/caf/GetSimplifiedDiagnostic,200,1124.0,2019-12-10
19,fb60da26-7afe-5ca7-9e58-197e03e975e8,2019-12-10T09:00:17.240489275Z,,6569020994,10.244.0.1:16438,GET,/caf/GetSimplifiedDiagnostic,200,1122.0,2019-12-10
20,43c1901c-e311-5c1f-863a-ad8e7a1106d9,2019-12-10T08:59:32.173836807Z,,6562389949,10.244.0.1:16426,GET,/caf/GetSimplifiedDiagnostic,200,1124.0,2019-12-10
21,9ca6b139-2d05-519d-b34a-39ad59d99bf9,2019-12-10T09:00:24.41171714Z,,7072325988,10.244.0.1:16440,GET,/caf/GetSimplifiedDiagnostic,200,1120.0,2019-12-10
22,3f40a6b1-3843-5e9d-b9b0-d7789a15f3e1,2019-12-10T09:01:28.177612137Z,,19541103425,10.244.0.1:16462,GET,/caf/GetFullDiagnostic,200,1122.0,2019-12-10
