timestamp,date,tod,r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
1576491967,2019-12-16,11:26:07,1,0,0,1663,288,1339,0,0,0,1016,997,797,22,4,74,0,0
1576491968,2019-12-16,11:26:08,1,0,0,1661,288,1339,0,0,0,64,933,746,27,2,71,0,0
1576491969,2019-12-16,11:26:09,1,0,0,1660,288,1339,0,0,0,80,828,620,25,1,73,0,0
1576491970,2019-12-16,11:26:10,1,0,0,1690,288,1339,0,0,0,276,717,741,16,2,82,0,0
1576491971,2019-12-16,11:26:11,1,0,0,1696,288,1339,0,0,0,20,677,560,9,1,90,0,0
1576491972,2019-12-16,11:26:12,1,0,0,1678,288,1339,0,0,0,704,4041,1063,25,5,71,0,0
1576491973,2019-12-16,11:26:13,1,0,0,1663,288,1339,0,0,0,20,826,735,25,1,74,0,0
1576491974,2019-12-16,11:26:14,1,0,0,1662,288,1339,0,0,0,100,814,665,25,1,74,0,0
1576491975,2019-12-16,11:26:15,2,0,0,1661,288,1339,0,0,0,236,802,618,26,1,73,0,0
1576491976,2019-12-16,11:26:16,0,0,0,1696,288,1339,0,0,0,12,288,526,3,1,96,0,0
1576491977,2019-12-16,11:26:17,0,0,0,1694,288,1339,0,0,0,784,244,426,3,1,97,0,0
1576491978,2019-12-16,11:26:18,1,0,0,1683,288,1339,0,0,0,20,895,836,18,4,79,0,0
1576491979,2019-12-16,11:26:19,1,0,0,1660,288,1339,0,0,0,20,885,782,22,4,74,0,0
1576491980,2019-12-16,11:26:20,2,0,0,1651,288,1339,0,0,0,248,942,751,28,2,69,0,0
1576491981,2019-12-16,11:26:21,1,0,0,1656,288,1339,0,0,0,84,842,578,27,2,71,0,0
1576491982,2019-12-16,11:26:22,0,0,0,1692,288,1339,0,0,0,736,546,602,12,1,87,0,0
1576491983,2019-12-16,11:26:23,1,0,0,1687,288,1340,0,0,0,20,719,886,11,3,86,0,0
1576491984,2019-12-16,11:26:24,1,0,0,1663,288,1340,0,0,0,20,898,836,22,4,74,0,0
1576491985,2019-12-16,11:26:25,1,0,0,1657,288,1340,0,0,0,160,780,666,25,1,74,0,0
1576491986,2019-12-16,11:26:26,1,0,0,1653,288,1340,0,0,0,92,858,678,28,1,71,0,0
1576491987,2019-12-16,11:26:27,0,0,0,1692,288,1340,0,0,0,772,735,713,19,1,80,0,0
1576491988,2019-12-16,11:26:28,2,0,0,1688,288,1340,0,0,0,20,549,582,9,2,90,0,0
1576491989,2019-12-16,11:26:29,2,0,0,1665,288,1340,0,0,0,20,883,852,22,4,74,0,0
1576491990,2019-12-16,11:26:30,2,0,0,1649,288,1340,0,0,0,208,919,789,28,2,70,0,0
1576491991,2019-12-16,11:26:31,1,0,0,1655,288,1340,0,0,0,116,846,622,27,1,72,0,0
1576491992,2019-12-16,11:26:32,0,0,0,1688,288,1340,0,0,0,764,850,794,23,1,76,0,0
1576491993,2019-12-16,11:26:33,1,0,0,1689,288,1340,0,0,0,20,386,574,4,2,95,0,0
1576491994,2019-12-16,11:26:34,1,0,0,1669,288,1341,0,0,0,20,964,1064,22,4,74,0,0
1576491995,2019-12-16,11:26:35,1,0,0,1654,288,1341,0,0,0,136,840,777,23,3,74,0,0
1576491996,2019-12-16,11:26:36,1,0,0,1655,288,1341,0,0,0,116,821,681,25,1,74,0,0
1576491997,2019-12-16,11:26:37,1,0,0,1655,288,1341,0,0,0,476,793,641,25,1,74,0,0
1576491998,2019-12-16,11:26:38,1,0,0,1690,288,1341,0,0,0,24,291,530,2,1,97,0,0
1576491999,2019-12-16,11:26:39,1,0,0,1673,288,1341,0,0,0,20,4098,1085,25,4,71,0,0
1576492000,2019-12-16,11:26:40,2,0,0,1647,288,1341,0,0,0,204,994,899,27,4,70,0,0
1576492001,2019-12-16,11:26:41,1,0,0,1653,288,1341,0,0,0,112,899,747,27,1,72,0,0
1576492002,2019-12-16,11:26:42,1,0,0,1655,288,1341,0,0,0,580,823,701,26,1,74,0,0
1576492003,2019-12-16,11:26:43,0,0,0,1691,288,1341,0,0,0,64,450,538,9,1,90,0,0
1576492004,2019-12-16,11:26:44,1,0,0,1679,288,1341,0,0,0,20,1047,959,19,2,79,0,0
1576492005,2019-12-16,11:26:45,1,0,0,1656,288,1341,0,0,0,148,916,876,22,4,74,0,0
1576492006,2019-12-16,11:26:46,1,0,0,1655,288,1341,0,0,0,88,824,744,25,1,74,0,0
1576492007,2019-12-16,11:26:47,1,0,0,1654,288,1341,0,0,0,112,756,593,25,1,74,0,0
1576492008,2019-12-16,11:26:48,0,0,0,1690,288,1341,0,0,0,76,518,619,11,1,87,0,0
1576492009,2019-12-16,11:26:49,1,0,0,1683,288,1342,0,0,0,20,806,887,15,3,82,0,0
1576492010,2019-12-16,11:26:50,3,0,0,1653,288,1342,0,0,0,200,1071,926,28,6,67,0,0
1576492011,2019-12-16,11:26:51,1,0,0,1656,288,1342,0,0,0,68,876,739,27,2,72,0,0
1576492012,2019-12-16,11:26:52,1,0,0,1655,288,1342,0,0,0,496,787,655,25,1,74,0,0
1576492013,2019-12-16,11:26:53,0,0,0,1691,288,1342,0,0,0,96,587,585,14,1,85,0,0
1576492014,2019-12-16,11:26:54,2,0,0,1687,288,1342,0,0,0,20,646,727,9,2,90,0,0
1576492015,2019-12-16,11:26:55,1,0,0,1666,288,1342,0,0,0,144,995,859,22,4,74,0,0
1576492016,2019-12-16,11:26:56,1,0,0,1657,288,1342,0,0,0,20,832,740,25,2,74,0,0
1576492017,2019-12-16,11:26:57,1,0,0,1655,288,1342,0,0,0,448,803,652,25,1,74,0,0
1576492018,2019-12-16,11:26:58,0,0,0,1691,288,1342,0,0,0,116,731,657,20,1,79,0,0
