timestamp,date,tod,r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
1575967091,2019-12-10,09:38:11,1,0,0,904,219,5860,0,0,0,24,1,1,5,3,91,0,0
1575967092,2019-12-10,09:38:12,0,0,0,903,219,5860,0,0,0,28,2060,6169,2,3,95,0,0
1575967093,2019-12-10,09:38:13,0,0,0,903,219,5860,0,0,0,0,2227,6218,4,2,95,0,0
1575967094,2019-12-10,09:38:14,0,0,0,904,219,5860,0,0,0,60,2349,6843,4,3,93,0,0
1575967095,2019-12-10,09:38:15,0,0,0,903,219,5860,0,0,0,0,2405,6729,5,3,92,0,0
1575967096,2019-12-10,09:38:16,0,0,0,903,219,5860,0,0,0,112,2370,6939,3,3,94,0,0
1575967097,2019-12-10,09:38:17,1,0,0,903,219,5860,0,0,0,0,2302,6908,4,3,93,0,0
1575967098,2019-12-10,09:38:18,5,0,0,901,219,5860,0,0,0,28,3717,11633,7,6,87,0,0
1575967099,2019-12-10,09:38:19,0,0,0,903,219,5860,0,0,0,12,3513,9838,8,6,86,0,0
1575967100,2019-12-10,09:38:20,0,0,0,903,219,5860,0,0,0,136,2716,7734,7,3,90,0,0
1575967101,2019-12-10,09:38:21,0,0,0,903,219,5860,0,0,0,12,2405,6743,4,2,94,0,0
1575967102,2019-12-10,09:38:22,0,0,0,902,219,5860,0,0,0,28,2123,6194,4,3,93,0,0
1575967103,2019-12-10,09:38:23,0,0,0,902,219,5860,0,0,0,0,2241,6522,4,4,92,0,0
1575967104,2019-12-10,09:38:24,4,0,0,902,219,5860,0,0,0,56,2636,7855,5,3,92,0,0
1575967105,2019-12-10,09:38:25,0,0,0,902,219,5860,0,0,0,0,2462,6851,7,3,90,0,0
1575967106,2019-12-10,09:38:26,0,0,0,902,219,5860,0,0,0,104,2433,7227,3,2,94,0,0
1575967107,2019-12-10,09:38:27,3,0,0,902,219,5860,0,0,0,0,2417,7129,4,3,92,0,0
1575967108,2019-12-10,09:38:28,1,0,0,902,219,5860,0,0,0,28,3896,12254,7,5,88,0,0
1575967109,2019-12-10,09:38:29,0,0,0,904,219,5860,0,0,0,12,3337,9493,7,5,88,0,0
