timestamp,date,tod,r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
1576592816,2019-12-17,14:26:56,1,1,151,73,29,212,0,0,0,1,1,2,0,0,100,0,0
1576592817,2019-12-17,14:26:57,0,0,151,73,29,212,0,0,48,0,421,850,0,0,99,1,0
1576592818,2019-12-17,14:26:58,0,0,151,73,29,212,0,0,0,36,401,788,0,0,99,0,0
1576592819,2019-12-17,14:26:59,0,0,151,73,29,212,0,0,0,0,350,750,0,0,100,0,0
1576592820,2019-12-17,14:27:00,0,0,151,73,29,212,0,0,0,0,346,716,0,0,100,0,0
1576592821,2019-12-17,14:27:01,0,0,151,73,29,212,0,0,0,52,425,911,0,0,100,0,0
1576592822,2019-12-17,14:27:02,0,0,151,73,29,212,0,0,0,0,339,684,0,0,100,0,0
1576592823,2019-12-17,14:27:03,0,0,151,73,29,212,0,0,0,24,394,806,0,0,99,0,0
1576592824,2019-12-17,14:27:04,0,0,151,72,29,212,0,0,0,0,366,793,0,0,100,0,0
1576592825,2019-12-17,14:27:05,0,0,151,73,29,212,0,0,0,0,371,780,0,0,100,0,0
1576592826,2019-12-17,14:27:06,0,0,151,73,29,212,0,0,0,0,473,921,0,0,100,0,0
1576592827,2019-12-17,14:27:07,0,0,151,73,29,212,0,0,0,0,1520,3018,0,0,99,0,0
1576592828,2019-12-17,14:27:08,0,0,151,73,29,212,0,0,0,20,3140,6884,0,0,99,0,1
1576592829,2019-12-17,14:27:09,2,0,151,73,29,212,0,0,0,0,529,1152,0,0,99,0,0
1576592830,2019-12-17,14:27:10,0,0,151,73,29,212,0,0,0,0,327,680,0,0,100,0,0
1576592831,2019-12-17,14:27:11,0,0,151,73,29,212,0,0,0,16,348,756,0,0,100,0,0
1576592832,2019-12-17,14:27:12,0,0,151,73,29,212,0,0,0,0,345,726,0,0,100,0,0
1576592833,2019-12-17,14:27:13,0,0,151,73,29,212,0,0,32,32,369,759,0,0,99,1,0
1576592834,2019-12-17,14:27:14,0,0,151,73,29,212,0,0,0,0,365,730,0,0,100,0,0
1576592835,2019-12-17,14:27:15,0,0,151,73,29,212,0,0,0,0,362,740,0,0,100,0,0
1576592836,2019-12-17,14:27:16,0,0,151,73,29,212,0,0,0,40,326,665,0,0,100,0,0
1576592837,2019-12-17,14:27:17,0,0,151,73,29,212,0,0,0,0,352,734,0,0,100,0,0
1576592838,2019-12-17,14:27:18,0,0,151,73,29,212,0,0,0,16,400,772,0,0,99,0,0
1576592839,2019-12-17,14:27:19,0,0,151,73,29,212,0,0,0,0,352,702,0,0,100,0,0
1576592840,2019-12-17,14:27:20,0,0,151,73,29,212,0,0,12,0,371,752,0,0,100,0,0
1576592841,2019-12-17,14:27:21,0,0,151,73,29,212,0,0,64,0,531,1069,0,0,99,0,0
1576592842,2019-12-17,14:27:22,0,0,151,73,29,212,0,0,0,0,342,697,0,0,100,0,0
1576592843,2019-12-17,14:27:23,0,0,151,73,29,212,0,0,0,16,402,805,0,0,100,0,0
1576592844,2019-12-17,14:27:24,0,0,151,73,29,212,0,0,0,0,369,760,0,0,99,0,0
1576592845,2019-12-17,14:27:25,0,0,151,72,29,212,0,0,0,0,409,852,0,0,100,0,0
1576592846,2019-12-17,14:27:26,0,0,151,72,29,212,0,0,0,0,387,793,1,0,99,0,0
1576592847,2019-12-17,14:27:27,0,0,151,72,29,212,0,0,0,0,366,780,0,0,100,0,0
1576592848,2019-12-17,14:27:28,0,0,150,72,29,212,0,0,32,20,411,819,1,0,99,0,0
1576592849,2019-12-17,14:27:29,0,0,150,72,29,212,0,0,0,0,402,829,0,0,100,0,0
