response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset,size
0.1134,0.0420,0.0000,0.0002,0.0707,0.0002,404,0.2120,166
0.1151,0.0432,0.0000,0.0001,0.0714,0.0002,404,0.2120,166
0.0923,0.0419,0.0000,0.0001,0.0502,0.0001,404,0.3254,166
0.0912,0.0405,0.0000,0.0001,0.0506,0.0001,404,0.3271,166
0.0907,0.0410,0.0000,0.0001,0.0495,0.0001,404,0.4177,166
0.0906,0.0408,0.0000,0.0000,0.0497,0.0001,404,0.4183,166
0.0946,0.0412,0.0000,0.0001,0.0532,0.0001,404,0.5089,166
0.0980,0.0417,0.0000,0.0000,0.0562,0.0001,404,0.5084,166
0.0917,0.0412,0.0000,0.0001,0.0502,0.0001,404,0.6035,166
0.0914,0.0414,0.0000,0.0001,0.0498,0.0001,404,0.6064,166
0.0921,0.0417,0.0000,0.0001,0.0500,0.0002,404,0.6952,166
0.0951,0.0416,0.0000,0.0000,0.0534,0.0001,404,0.6979,166
0.0866,0.0414,0.0000,0.0001,0.0450,0.0001,404,0.7872,166
0.0906,0.0409,0.0000,0.0001,0.0495,0.0001,404,0.7930,166
0.0857,0.0410,0.0000,0.0001,0.0444,0.0002,404,0.8739,166
0.0887,0.0425,0.0000,0.0001,0.0460,0.0001,404,0.8835,166
0.0854,0.0415,0.0000,0.0001,0.0435,0.0002,404,0.9596,166
0.0874,0.0407,0.0000,0.0000,0.0465,0.0001,404,0.9722,166
0.0858,0.0410,0.0000,0.0001,0.0445,0.0001,404,1.0450,166
0.0876,0.0422,0.0000,0.0001,0.0453,0.0001,404,1.0596,166
0.0898,0.0410,0.0000,0.0001,0.0485,0.0001,404,1.1308,166
0.0860,0.0413,0.0000,0.0001,0.0445,0.0001,404,1.1472,166
0.0854,0.0407,0.0000,0.0001,0.0444,0.0001,404,1.2206,166
0.0851,0.0406,0.0000,0.0001,0.0443,0.0001,404,1.2332,166
0.0853,0.0407,0.0000,0.0001,0.0444,0.0001,404,1.3060,166
0.0872,0.0409,0.0000,0.0001,0.0461,0.0001,404,1.3183,166
0.0891,0.0412,0.0000,0.0001,0.0477,0.0001,404,1.3913,166
0.0876,0.0417,0.0000,0.0001,0.0458,0.0001,404,1.4055,166
0.0864,0.0412,0.0000,0.0001,0.0449,0.0001,404,1.4805,166
0.0873,0.0413,0.0000,0.0001,0.0458,0.0001,404,1.4931,166
0.0863,0.0415,0.0000,0.0001,0.0446,0.0001,404,1.5669,166
0.0887,0.0415,0.0000,0.0001,0.0470,0.0001,404,1.5804,166
0.0868,0.0413,0.0000,0.0001,0.0452,0.0001,404,1.6532,166
0.0870,0.0416,0.0000,0.0001,0.0452,0.0002,404,1.6691,166
0.0862,0.0411,0.0000,0.0001,0.0449,0.0001,404,1.7400,166
0.0868,0.0411,0.0000,0.0001,0.0454,0.0001,404,1.7561,166
0.0867,0.0410,0.0000,0.0001,0.0454,0.0001,404,1.8262,166
0.0877,0.0418,0.0000,0.0001,0.0457,0.0001,404,1.8429,166
0.0878,0.0417,0.0000,0.0001,0.0459,0.0001,404,1.9129,166
0.0872,0.0418,0.0000,0.0001,0.0452,0.0001,404,1.9307,166
0.0869,0.0410,0.0000,0.0001,0.0457,0.0001,404,2.0007,166
0.0865,0.0407,0.0000,0.0001,0.0456,0.0001,404,2.0178,166
0.0865,0.0409,0.0000,0.0000,0.0454,0.0001,404,2.0877,166
0.0870,0.0420,0.0000,0.0001,0.0448,0.0001,404,2.1043,166
0.0874,0.0414,0.0000,0.0000,0.0458,0.0001,404,2.1742,166
0.0870,0.0418,0.0000,0.0000,0.0450,0.0001,404,2.1913,166
0.0861,0.0404,0.0000,0.0000,0.0456,0.0001,404,2.2616,166
0.0860,0.0408,0.0000,0.0001,0.0450,0.0001,404,2.2783,166
0.0860,0.0409,0.0000,0.0000,0.0450,0.0001,404,2.3477,166
