response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
30.0003,0.0489,0.0000,0.0001,2.0782,27.8732,200,0.2775
30.0004,0.0488,0.0000,0.0000,3.0821,26.8694,200,0.2775
30.0005,0.0485,0.0000,0.0001,1.0841,28.8675,200,0.2776
30.0006,0.0485,0.0000,0.0000,4.0828,25.8687,200,0.2776
30.0006,0.0471,0.0000,0.0001,1.4517,28.5016,200,30.2778
30.0004,0.0475,0.0000,0.0001,3.4529,26.4999,200,30.2780
30.0003,0.0476,0.0000,0.0001,0.4726,29.4800,200,30.2782
30.0006,0.0472,0.0000,0.0000,2.4502,27.5031,200,30.2779
