response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset,size
24.1943,0.0471,0.0000,0.0001,24.1469,0.0001,200,0.5119,956
24.4098,0.0501,0.0000,0.0000,24.3594,0.0003,200,0.5121,956
10.5802,0.0480,0.0000,0.0001,10.5320,0.0001,200,24.7062,950
10.9922,0.0476,0.0000,0.0001,10.9443,0.0001,200,24.9219,950
13.2631,0.0620,0.0000,0.0001,13.2008,0.0001,200,35.9140,973
15.0221,0.0647,0.0000,0.0001,14.9571,0.0001,200,35.2864,970
10.5099,0.0479,0.0000,0.0001,10.4617,0.0002,200,50.3085,1027
12.2863,0.0594,0.0000,0.0001,12.2267,0.0001,200,49.1771,1027
18.1712,0.0471,0.0000,0.0001,18.1239,0.0001,200,60.8184,1029
19.9068,0.0485,0.0000,0.0001,19.8581,0.0001,200,61.4634,1071
17.1208,0.0471,0.0000,0.0001,17.0734,0.0001,200,81.3703,1068
6.8444,0.0479,0.0000,0.0001,6.7962,0.0001,200,198.9902,1061
6.1634,0.0485,0.0000,0.0001,6.1147,0.0001,200,205.8347,1061
7.0567,0.0482,0.0000,0.0001,7.0083,0.0001,200,211.9981,1044
8.4607,0.0481,0.0000,0.0001,8.4123,0.0001,200,218.4916,1046
8.7504,0.0476,0.0000,0.0000,8.7027,0.0001,200,219.0548,1048
6.6854,0.0466,0.0000,0.0001,6.6386,0.0001,200,226.9523,1044
8.0093,0.0479,0.0000,0.0000,7.9612,0.0001,200,227.8053,1045
8.0443,0.0479,0.0000,0.0001,7.9962,0.0001,200,233.6377,1045
7.7262,0.0475,0.0000,0.0001,7.6784,0.0001,200,235.8145,1043
6.6141,0.0516,0.0000,0.0001,6.5623,0.0001,200,241.6820,1046
7.1184,0.0478,0.0000,0.0001,7.0703,0.0001,200,243.5407,1044
7.7710,0.0479,0.0000,0.0000,7.7229,0.0001,200,248.2961,1051
7.2802,0.0471,0.0000,0.0001,7.2330,0.0001,200,250.6591,1074
6.2591,0.0490,0.0000,0.0001,6.2099,0.0001,200,256.0671,1074
7.3528,0.0476,0.0000,0.0001,7.3051,0.0001,200,262.3262,1075
10.0895,0.0470,0.0000,0.0000,10.0424,0.0001,200,269.6790,1076
8.6803,0.0485,0.0000,0.0000,8.6316,0.0001,200,279.7685,1075
