response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset,size
120.0002,0.0502,0.0000,0.0000,2.4612,117.4887,200,0.5118,-1
120.0003,0.0501,0.0000,0.0001,0.4621,119.4880,200,0.5119,-1
120.0005,0.0480,0.0000,0.0001,0.4120,119.5404,200,120.5121,-1
120.0003,0.0478,0.0000,0.0001,1.4132,118.5392,200,120.5122,-1
120.0003,0.0483,0.0000,0.0000,1.5909,118.3611,200,240.5125,-1
120.0005,0.0481,0.0000,0.0000,3.5222,116.4301,200,240.5126,-1
120.0004,0.0490,0.0000,0.0001,3.4685,116.4828,200,360.5129,-1
120.0003,0.0489,0.0000,0.0005,2.4639,117.4869,200,360.5131,-1
120.0004,0.0482,0.0000,0.0000,3.4470,116.5052,200,480.5133,-1
120.0004,0.0487,0.0000,0.0001,2.4445,117.5072,200,480.5133,-1
120.0005,0.0474,0.0000,0.0000,3.5476,116.4054,200,600.5137,-1
120.0004,0.0472,0.0000,0.0001,0.5510,119.4022,200,600.5137,-1
120.0003,0.0474,0.0000,0.0000,3.5074,116.4454,200,720.5142,-1
120.0005,0.0471,0.0000,0.0000,1.5071,118.4462,200,720.5142,-1
120.0002,0.0639,0.0000,0.0000,0.4896,119.4466,200,840.5146,-1
120.0003,0.0620,0.0000,0.0000,3.4956,116.4426,200,840.5145,-1
120.0004,0.0479,0.0000,0.0000,2.5687,117.3836,200,960.5148,-1
120.0003,0.0485,0.0000,0.0000,1.5718,118.3800,200,960.5148,-1
120.0003,0.0484,0.0000,0.0000,2.4512,117.5006,200,1080.5152,-1
120.0003,0.0484,0.0000,0.0001,3.4553,116.4965,200,1080.5152,-1
120.0005,0.0482,0.0000,0.0001,2.5112,117.4409,200,1200.5155,-1
120.0005,0.0484,0.0000,0.0000,1.5184,118.4337,200,1200.5155,-1
120.0004,0.0476,0.0000,0.0000,3.4478,116.5049,200,1320.5160,-1
120.0004,0.0474,0.0000,0.0001,0.4435,119.5093,200,1320.5160,-1
120.0003,0.0509,0.0000,0.0001,3.4412,116.5082,200,1440.5164,-1
120.0003,0.0509,0.0000,0.0000,0.4312,119.5182,200,1440.5164,-1
120.0004,0.0478,0.0000,0.0001,2.4631,117.4894,200,1560.5167,-1
120.0004,0.0484,0.0000,0.0000,0.4568,119.4952,200,1560.5167,-1
120.0002,0.0476,0.0000,0.0000,0.5116,119.4409,200,1680.5171,-1
120.0002,0.0481,0.0000,0.0000,3.5073,116.4448,200,1680.5172,-1
