response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
30.0003,0.0513,0.0000,0.0001,1.4742,28.4746,200,0.2818
30.0006,0.0502,0.0000,0.0000,3.4740,26.4751,200,0.2818
30.0010,0.0506,0.0000,0.0000,2.4766,27.4727,200,0.2818
30.0012,0.0500,0.0000,0.0001,0.5130,29.4369,200,0.2818
30.0003,0.0555,0.0000,0.0000,3.4396,26.5051,200,30.2820
30.0001,0.0552,0.0000,0.0001,1.4364,28.5085,200,30.2823
30.0004,0.0548,0.0000,0.0000,0.4364,29.5091,200,30.2828
30.0003,0.0554,0.0000,0.0000,2.4392,27.5057,200,30.2830
