response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
30.0001,0.0633,0.0000,0.0000,18.8135,11.1233,200,420.3999
30.0001,0.0626,0.0000,0.0000,14.8065,15.1310,200,420.4000
30.0003,0.0602,0.0000,0.0000,1.7886,28.1514,200,450.3987
30.0002,0.0612,0.0000,0.0000,7.7922,22.1467,200,450.3989
30.0006,0.0611,0.0000,0.0000,9.7955,20.1440,200,450.3984
30.0005,0.0599,0.0000,0.0000,15.8037,14.1369,200,450.3987
30.0006,0.0599,0.0000,0.0001,5.7922,24.1485,200,450.3986
30.0008,0.0613,0.0000,0.0000,4.7905,25.1489,200,450.3995
30.0005,0.0622,0.0000,0.0000,11.7941,18.1442,200,450.4001
30.0010,0.0619,0.0000,0.0000,14.7976,15.1416,200,450.3997
30.0008,0.0621,0.0000,0.0000,17.8029,12.1357,200,450.4000
30.0012,0.0625,0.0000,0.0000,19.8064,10.1323,200,450.3996
30.0004,0.0651,0.0000,0.0000,12.4523,17.4830,200,480.3990
30.0003,0.0642,0.0000,0.0000,1.2140,28.7221,200,480.3991
30.0005,0.0648,0.0000,0.0000,7.4418,22.4939,200,480.3991
30.0004,0.0650,0.0000,0.0000,9.4454,20.4899,200,480.3992
30.0006,0.0622,0.0000,0.0000,3.4369,26.5014,200,480.3992
30.0001,0.0654,0.0000,0.0001,6.4390,23.4956,200,480.4003
30.0001,0.0652,0.0000,0.0000,13.4507,16.4841,200,480.4006
30.0001,0.0647,0.0000,0.0000,11.4500,18.4854,200,480.4007
30.0002,0.0654,0.0000,0.0000,18.4550,11.4797,200,480.4008
30.0002,0.0653,0.0000,0.0000,15.4533,14.4816,200,480.4008
30.0003,0.0657,0.0000,0.0000,5.7384,24.1962,200,510.3994
30.0003,0.0657,0.0000,0.0000,7.7399,22.1946,200,510.3996
30.0005,0.0659,0.0000,0.0000,12.7497,17.1848,200,510.3996
30.0007,0.0546,0.0000,0.0001,2.7486,27.1975,200,510.3994
30.0004,0.0658,0.0000,0.0000,11.7451,18.1894,200,510.3997
30.0001,0.0655,0.0000,0.0000,16.7510,13.1834,200,510.4004
30.0001,0.0653,0.0000,0.0000,19.7550,10.1799,200,510.4007
30.0001,0.0653,0.0000,0.0000,4.7368,25.1980,200,510.4009
30.0001,0.0653,0.0000,0.0000,15.7506,14.1841,200,510.4009
30.0001,0.0652,0.0000,0.0000,18.7525,11.1824,200,510.4010
30.0005,0.0575,0.0000,0.0001,10.5136,19.4292,200,540.3997
30.0002,0.0601,0.0000,0.0000,17.5192,12.4209,200,540.4000
30.0003,0.0594,0.0000,0.0001,6.5163,23.4245,200,540.3999
30.0002,0.0593,0.0000,0.0000,8.5120,21.4288,200,540.4001
30.0004,0.0611,0.0000,0.0000,14.5175,15.4217,200,540.4001
30.0001,0.0614,0.0000,0.0000,2.4983,27.4404,200,540.4005
30.0002,0.0618,0.0000,0.0000,15.5179,14.4204,200,540.4009
30.0001,0.0613,0.0000,0.0000,5.5026,24.4362,200,540.4010
30.0001,0.0621,0.0000,0.0000,19.5198,10.4182,200,540.4010
30.0001,0.0611,0.0000,0.0000,1.4971,28.4419,200,540.4011
30.0004,0.0596,0.0000,0.0000,14.9657,14.9750,200,570.4002
30.0006,0.0612,0.0000,0.0000,6.9527,22.9867,200,570.4002
30.0012,0.0600,0.0000,0.0000,16.9669,12.9742,200,570.4002
30.0013,0.0608,0.0000,0.0000,1.9408,27.9997,200,570.4006
30.0016,0.0592,0.0000,0.0001,11.9641,17.9782,200,570.4003
30.0013,0.0630,0.0000,0.0000,2.9431,26.9952,200,570.4011
