response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
30.0002,0.0441,0.0000,0.0001,1.4401,28.5159,200,0.1529
30.0003,0.0446,0.0000,0.0001,7.4527,22.5029,200,0.1528
30.0002,0.0444,0.0000,0.0000,5.4545,24.5012,200,0.1530
30.0001,0.0440,0.0000,0.0000,4.4482,25.5079,200,0.1534
30.0004,0.0439,0.0000,0.0001,2.4497,27.5066,200,0.1533
30.0007,0.0445,0.0000,0.0000,0.4529,29.5033,200,0.1532
30.0005,0.0437,0.0000,0.0001,3.4435,26.5131,200,0.1534
30.0006,0.0439,0.0000,0.0001,6.4482,23.5084,200,0.1536
30.0003,0.0445,0.0000,0.0001,6.5079,23.4477,200,30.1531
30.0003,0.0442,0.0000,0.0000,2.5125,27.4435,200,30.1531
30.0001,0.0439,0.0000,0.0000,4.5052,25.4509,200,30.1535
30.0001,0.0437,0.0000,0.0001,0.5183,29.4380,200,30.1539
30.0005,0.0438,0.0000,0.0000,5.5096,24.4471,200,30.1536
30.0010,0.0435,0.0000,0.0000,3.5039,26.4527,200,30.1532
30.0003,0.0434,0.0000,0.0001,1.5002,28.4566,200,30.1539
30.0003,0.0443,0.0000,0.0000,7.5090,22.4470,200,30.1542
30.0003,0.0439,0.0000,0.0001,6.4577,23.4986,200,60.1534
30.0006,0.0437,0.0000,0.0001,7.4599,22.4968,200,60.1534
30.0004,0.0444,0.0000,0.0000,2.4554,27.5005,200,60.1537
30.0001,0.0444,0.0000,0.0000,5.4557,24.5000,200,60.1540
30.0001,0.0445,0.0000,0.0000,4.4572,25.4983,200,60.1542
30.0001,0.0449,0.0000,0.0000,1.4566,28.4986,200,60.1542
30.0003,0.0446,0.0000,0.0001,0.4484,29.5072,200,60.1542
30.0002,0.0448,0.0000,0.0000,3.4536,26.5018,200,60.1545
30.0003,0.0744,0.0000,0.0001,6.3592,23.5666,200,90.1537
30.0001,0.0437,0.0000,0.0302,4.3588,25.5674,200,90.1540
30.0001,0.0739,0.0000,0.0001,2.3553,27.5708,200,90.1542
30.0004,0.0740,0.0000,0.0000,5.3577,24.5686,200,90.1540
30.0002,0.0433,0.0000,0.0001,0.3792,29.5775,200,90.1543
30.0002,0.0732,0.0000,0.0004,7.3593,22.5672,200,90.1543
30.0001,0.0727,0.0000,0.0001,1.3529,28.5744,200,90.1548
30.0005,0.0732,0.0000,0.0001,3.3547,26.5724,200,90.1545
30.0003,0.0453,0.0000,0.0000,0.4200,29.5349,200,120.1540
30.0001,0.0446,0.0000,0.0000,1.4253,28.5302,200,120.1545
30.0003,0.0446,0.0000,0.0000,5.4316,24.5240,200,120.1543
30.0002,0.0455,0.0000,0.0000,2.4262,27.5284,200,120.1544
30.0003,0.0453,0.0000,0.0000,3.4289,26.5260,200,120.1545
30.0007,0.0446,0.0000,0.0000,6.4313,23.5248,200,120.1541
30.0009,0.0451,0.0000,0.0000,7.4298,22.5259,200,120.1550
30.0013,0.0451,0.0000,0.0001,4.4306,25.5255,200,120.1549
